"","Pood","Tootenimi","Hind,€","Hind, €/kg"
"340","Wolt Market Karlova","Soolalõhe viilutatud M.V.Wool 100g",4.39,43.9
"341","Wolt Market Karlova","Külmsuitsulõhe viilutatud M.V.Wool 100g",4.39,43.9
"342","Wolt Market Karlova","Vici soolalõhefilee tükk 160g",5.89,36.81
"343","Wolt Market Karlova","Vici Smart Choice külmsuitsu lõhefilee 100g",4.29,42.9
"344","Wolt Market Karlova","Food On Foot kolmnurkvõileib lõhe ja munaga, 165g",2.99,18.12
"345","Wolt Market Karlova","PrimaDog lõhe eine 260g",2.89,11.12
"346","Wolt Market Karlova","Athena mahlased närimispulgad lõhe ja forelliga ( lihasisaldus 83%) 50g",1.59,31.8
"347","Wolt Market Karlova","Purina One Bifensis Dual Defence kuiv kassitoit lõhe-täisteranisu 800g",7.69,9.61
"348","Wolt Market Karlova","Piper kuivtoit steriliseeritud kassile lõhega, 3kg",20.99,7
"349","Wolt Market Karlova","Purina One kiisueine steriliseeritud kassidele lõhe-porgand 4 x 85g",4.09,12.03
"350","Wolt Market Karlova","Sheba pasteet lõhega 85g",0.99,11.65
"351","Wolt Market Karlova","Gourmet Gold kiisueine lõhe-kana kastmes 85g",0.99,11.65
"352","Wolt Market Karlova","Piper märgtoit kassile lõhega, 100g",1.49,14.9
"353","Wolt Market Karlova","Carpathian Premium kassitoit lõhe kastmes100g",0.69,6.9
"354","Wolt Market Karlova","Sheba kiisueine kalavalik lõhe/tuunikala/forell, 6x50g",2.99,9.97
"355","Wolt Market Karlova","Gourmet Gold pasteet kassidele kalkun, 85g",0.95,11.18
"356","Wolt Market Karlova","Gourmet Gold pasteet kassidele veis, 85g",0.95,11.18
"357","Wolt Market Karlova","Kapten Grant lõhe omas mahlas 230g",2.69,11.7
"358","Wolt Market Karlova","Perfect Fit kiisueine kana ja lõhe kastmes, 4x85g",2.89,9.44
"359","Wolt Market Karlova","Perfect Fit kiisueine lõhe ja porgand/siig ja herned kastmes, 4x85g",2.89,9.44
"360","Wolt Market Karlova","Perfect Fit kiisueine toakassidele kana ja hernestega/lõhe ja porganditega 4x85g",2.89,9.44
